simulation_id,material,time_s,x_m,y_m,temperature_K
Simulation_000002,Aluminium 6061,77.02537176217506,0.0019444787911056,0.0012821126438338,334.96246677939297
Simulation_000002,Aluminium 6061,77.02537176217506,0.005833436373317,0.0012821126438338,334.9846264894843
Simulation_000002,Aluminium 6061,77.02537176217506,0.0097223939555283,0.0012821126438338,335.0129678687684
Simulation_000002,Aluminium 6061,77.02537176217506,0.0136113515377397,0.0012821126438338,335.0474737071816
Simulation_000002,Aluminium 6061,77.02537176217506,0.017500309119951,0.0012821126438338,335.08811727493816
Simulation_000002,Aluminium 6061,77.02537176217506,0.0213892667021624,0.0012821126438338,335.13486122591104
Simulation_000002,Aluminium 6061,77.02537176217506,0.0252782242843737,0.0012821126438338,335.1876561376397
Simulation_000002,Aluminium 6061,77.02537176217506,0.029167181866585,0.0012821126438338,335.2464386908144
Simulation_000002,Aluminium 6061,77.02537176217506,0.0330561394487964,0.0012821126438338,335.3111294930803
Simulation_000002,Aluminium 6061,77.02537176217506,0.0369450970310077,0.0012821126438338,335.3816305549269
Simulation_000002,Aluminium 6061,77.02537176217506,0.0408340546132191,0.0012821126438338,335.4578224295139
Simulation_000002,Aluminium 6061,77.02537176217506,0.0447230121954304,0.0012821126438338,335.5395610338197
Simulation_000002,Aluminium 6061,77.02537176217506,0.0486119697776418,0.0012821126438338,335.62667417578274
Simulation_000002,Aluminium 6061,77.02537176217506,0.0525009273598531,0.0012821126438338,335.7189578214532
Simulation_000002,Aluminium 6061,77.02537176217506,0.0563898849420645,0.0012821126438338,335.816172147917
Simulation_000002,Aluminium 6061,77.02537176217506,0.0602788425242758,0.0012821126438338,335.9180374422015
Simulation_000002,Aluminium 6061,77.02537176217506,0.0641678001064872,0.0012821126438338,336.0242299237743
Simulation_000002,Aluminium 6061,77.02537176217506,0.0680567576886985,0.0012821126438338,336.1343775887684
Simulation_000002,Aluminium 6061,77.02537176217506,0.0719457152709099,0.0012821126438338,336.2480561976802
Simulation_000002,Aluminium 6061,77.02537176217506,0.0758346728531212,0.0012821126438338,336.3647855547399
Simulation_000002,Aluminium 6061,77.02537176217506,0.0797236304353326,0.0012821126438338,336.4840262557944
Simulation_000002,Aluminium 6061,77.02537176217506,0.0836125880175439,0.0012821126438338,336.60517711128915
Simulation_000002,Aluminium 6061,77.02537176217506,0.0875015455997552,0.0012821126438338,336.727573480042
Simulation_000002,Aluminium 6061,77.02537176217506,0.0913905031819666,0.0012821126438338,336.85048677555096
Simulation_000002,Aluminium 6061,77.02537176217506,0.0952794607641779,0.0012821126438338,336.9731254263028
Simulation_000002,Aluminium 6061,77.02537176217506,0.0991684183463893,0.0012821126438338,337.0946375809045
Simulation_000002,Aluminium 6061,77.02537176217506,0.1030573759286006,0.0012821126438338,337.214115843066
Simulation_000002,Aluminium 6061,77.02537176217506,0.106946333510812,0.0012821126438338,337.33060429533225
Simulation_000002,Aluminium 6061,77.02537176217506,0.1108352910930233,0.0012821126438338,337.4431080188732
Simulation_000002,Aluminium 6061,77.02537176217506,0.1147242486752347,0.0012821126438338,337.5506052352916
Simulation_000002,Aluminium 6061,77.02537176217506,0.118613206257446,0.0012821126438338,337.6520620828065
Simulation_000002,Aluminium 6061,77.02537176217506,0.1225021638396574,0.0012821126438338,337.74644989378095
Simulation_000002,Aluminium 6061,77.02537176217506,0.1263911214218687,0.0012821126438338,337.8327646679795
Simulation_000002,Aluminium 6061,77.02537176217506,0.1302800790040801,0.0012821126438338,337.91004824577385
Simulation_000002,Aluminium 6061,77.02537176217506,0.1341690365862914,0.0012821126438338,337.9774104927466
Simulation_000002,Aluminium 6061,77.02537176217506,0.1380579941685027,0.0012821126438338,338.0340516315336
Simulation_000002,Aluminium 6061,77.02537176217506,0.1419469517507141,0.0012821126438338,338.07928372104897
Simulation_000002,Aluminium 6061,77.02537176217506,0.1458359093329254,0.0012821126438338,338.1125502102712
Simulation_000002,Aluminium 6061,77.02537176217506,0.1497248669151368,0.0012821126438338,338.13344250246473
Simulation_000002,Aluminium 6061,77.02537176217506,0.1536138244973481,0.0012821126438338,338.14171256703065
Simulation_000002,Aluminium 6061,77.02537176217506,0.1575027820795595,0.0012821126438338,338.13728082966736
Simulation_000002,Aluminium 6061,77.02537176217506,0.1613917396617708,0.0012821126438338,338.1202388437105
Simulation_000002,Aluminium 6061,77.02537176217506,0.1652806972439822,0.0012821126438338,338.09084657074374
Simulation_000002,Aluminium 6061,77.02537176217506,0.1691696548261935,0.0012821126438338,338.04952444253024
Simulation_000002,Aluminium 6061,77.02537176217506,0.1730586124084049,0.0012821126438338,337.99684070154365
Simulation_000002,Aluminium 6061,77.02537176217506,0.1769475699906162,0.0012821126438338,337.9334947895694
Simulation_000002,Aluminium 6061,77.02537176217506,0.1808365275728276,0.0012821126438338,337.8602977473514
Simulation_000002,Aluminium 6061,77.02537176217506,0.1847254851550389,0.0012821126438338,337.77815068959205
Simulation_000002,Aluminium 6061,77.02537176217506,0.1886144427372502,0.0012821126438338,337.6880224283308
Simulation_000002,Aluminium 6061,77.02537176217506,0.1925034003194616,0.0012821126438338,337.59092724478154
Simulation_000002,Aluminium 6061,77.02537176217506,0.1963923579016729,0.0012821126438338,337.48790367404524
Simulation_000002,Aluminium 6061,77.02537176217506,0.2002813154838843,0.0012821126438338,337.3799949915272
Simulation_000002,Aluminium 6061,77.02537176217506,0.2041702730660956,0.0012821126438338,337.2682318971598
Simulation_000002,Aluminium 6061,77.02537176217506,0.208059230648307,0.0012821126438338,337.1536177033959
Simulation_000002,Aluminium 6061,77.02537176217506,0.2119481882305183,0.0012821126438338,337.03711616039163
Simulation_000002,Aluminium 6061,77.02537176217506,0.2158371458127297,0.0012821126438338,336.91964190645257
Simulation_000002,Aluminium 6061,77.02537176217506,0.219726103394941,0.0012821126438338,336.80205341825007
Simulation_000002,Aluminium 6061,77.02537176217506,0.2236150609771524,0.0012821126438338,336.6851482540145
Simulation_000002,Aluminium 6061,77.02537176217506,0.2275040185593637,0.0012821126438338,336.56966033136024
Simulation_000002,Aluminium 6061,77.02537176217506,0.2313929761415751,0.0012821126438338,336.4562589553179
Simulation_000002,Aluminium 6061,77.02537176217506,0.2352819337237864,0.0012821126438338,336.3455493063952
Simulation_000002,Aluminium 6061,77.02537176217506,0.2391708913059978,0.0012821126438338,336.23807410789163
Simulation_000002,Aluminium 6061,77.02537176217506,0.2430598488882091,0.0012821126438338,336.13431621146174
Simulation_000002,Aluminium 6061,77.02537176217506,0.2469488064704205,0.0012821126438338,336.0347018660162
Simulation_000002,Aluminium 6061,77.02537176217506,0.2508377640526318,0.0012821126438338,335.93960446420385
Simulation_000002,Aluminium 6061,77.02537176217506,0.2547267216348431,0.0012821126438338,335.8493485905064
Simulation_000002,Aluminium 6061,77.02537176217506,0.2586156792170545,0.0012821126438338,335.7642142236654
Simulation_000002,Aluminium 6061,77.02537176217506,0.2625046367992658,0.0012821126438338,335.6844409726582
Simulation_000002,Aluminium 6061,77.02537176217506,0.2663935943814772,0.0012821126438338,335.6102322490949
Simulation_000002,Aluminium 6061,77.02537176217506,0.2702825519636885,0.0012821126438338,335.5417592994724
Simulation_000002,Aluminium 6061,77.02537176217506,0.2741715095458998,0.0012821126438338,335.4791650381628
Simulation_000002,Aluminium 6061,77.02537176217506,0.2780604671281112,0.0012821126438338,335.42256763649976
Simulation_000002,Aluminium 6061,77.02537176217506,0.2819494247103226,0.0012821126438338,335.37206383509795
Simulation_000002,Aluminium 6061,77.02537176217506,0.2858383822925339,0.0012821126438338,335.3277319559187
Simulation_000002,Aluminium 6061,77.02537176217506,0.2897273398747452,0.0012821126438338,335.2896345978919
Simulation_000002,Aluminium 6061,77.02537176217506,0.2936162974569566,0.0012821126438338,335.25782100544194
Simulation_000002,Aluminium 6061,77.02537176217506,0.2975052550391679,0.0012821126438338,335.2323291033398
Simulation_000002,Aluminium 6061,77.02537176217506,0.3013942126213793,0.0012821126438338,335.21318719418275
Simulation_000002,Aluminium 6061,77.02537176217506,0.3052831702035906,0.0012821126438338,335.2004153167241
Simulation_000002,Aluminium 6061,77.02537176217506,0.309172127785802,0.0012821126438338,335.1940262644558
Simulation_000002,Aluminium 6061,77.02537176217506,0.0019444787911056,0.0038463379315016,334.9631999848772
Simulation_000002,Aluminium 6061,77.02537176217506,0.005833436373317,0.0038463379315016,334.9853698848743
Simulation_000002,Aluminium 6061,77.02537176217506,0.0097223939555283,0.0038463379315016,335.0137317629408
Simulation_000002,Aluminium 6061,77.02537176217506,0.0136113515377397,0.0038463379315016,335.04826864706115
Simulation_000002,Aluminium 6061,77.02537176217506,0.017500309119951,0.0038463379315016,335.0889541647183
Simulation_000002,Aluminium 6061,77.02537176217506,0.0213892667021624,0.0038463379315016,335.13575144630835
Simulation_000002,Aluminium 6061,77.02537176217506,0.0252782242843737,0.0038463379315016,335.18861166485306
Simulation_000002,Aluminium 6061,77.02537176217506,0.029167181866585,0.0038463379315016,335.2474722145457
Simulation_000002,Aluminium 6061,77.02537176217506,0.0330561394487964,0.0038463379315016,335.31225453257167
Simulation_000002,Aluminium 6061,77.02537176217506,0.0369450970310077,0.0038463379315016,335.3828615714484
Simulation_000002,Aluminium 6061,77.02537176217506,0.0408340546132191,0.0038463379315016,335.4591749331019
Simulation_000002,Aluminium 6061,77.02537176217506,0.0447230121954304,0.0038463379315016,335.5410516812976
Simulation_000002,Aluminium 6061,77.02537176217506,0.0486119697776418,0.0038463379315016,335.628320856184
Simulation_000002,Aluminium 6061,77.02537176217506,0.0525009273598531,0.0038463379315016,335.72077972391514
Simulation_000002,Aluminium 6061,77.02537176217506,0.0563898849420645,0.0038463379315016,335.8181898059276
