simulation_id,material,time,x,temperature
Simulation_000001,Diamond,0.0,0.0011147083804028547,339.5705220212624
Simulation_000001,Diamond,0.0,0.003344125141208564,339.5705220212624
Simulation_000001,Diamond,0.0,0.005573541902014274,339.5705220212624
Simulation_000001,Diamond,0.0,0.0078029586628199825,339.5705220212624
Simulation_000001,Diamond,0.0,0.010032375423625691,339.5705220212624
Simulation_000001,Diamond,0.0,0.012261792184431401,339.5705220212624
Simulation_000001,Diamond,0.0,0.01449120894523711,339.5705220212624
Simulation_000001,Diamond,0.0,0.01672062570604282,339.5705220212624
Simulation_000001,Diamond,0.0,0.01895004246684853,339.5705220212624
Simulation_000001,Diamond,0.0,0.021179459227654237,339.5705220212624
Simulation_000001,Diamond,0.0,0.02340887598845995,339.5705220212624
Simulation_000001,Diamond,0.0,0.025638292749265656,339.5705220212624
Simulation_000001,Diamond,0.0,0.027867709510071365,339.5705220212624
Simulation_000001,Diamond,0.0,0.030097126270877076,339.5705220212624
Simulation_000001,Diamond,0.0,0.03232654303168279,339.5705220212624
Simulation_000001,Diamond,0.0,0.034555959792488496,339.5705220212624
Simulation_000001,Diamond,0.0,0.036785376553294204,339.5705220212624
Simulation_000001,Diamond,0.0,0.03901479331409991,339.5705220212624
Simulation_000001,Diamond,0.0,0.04124421007490562,339.5705220212624
Simulation_000001,Diamond,0.0,0.043473626835711335,339.5705220212624
Simulation_000001,Diamond,0.0,0.04570304359651704,339.5705220212624
Simulation_000001,Diamond,0.0,0.04793246035732275,339.5705220212624
Simulation_000001,Diamond,0.0,0.05016187711812846,339.5705220212624
Simulation_000001,Diamond,0.0,0.05239129387893417,339.5705220212624
Simulation_000001,Diamond,0.0,0.054620710639739875,339.5705220212624
Simulation_000001,Diamond,0.0,0.05685012740054559,339.5705220212624
Simulation_000001,Diamond,0.0,0.0590795441613513,339.5705220212624
Simulation_000001,Diamond,0.0,0.061308960922157006,339.5705220212624
Simulation_000001,Diamond,0.0,0.06353837768296272,339.5705220212624
Simulation_000001,Diamond,0.0,0.06576779444376843,339.5705220212624
Simulation_000001,Diamond,0.0,0.06799721120457414,339.5705220212624
Simulation_000001,Diamond,0.0,0.07022662796537985,339.5705220212624
Simulation_000001,Diamond,0.0,0.07245604472618555,339.5705220212624
Simulation_000001,Diamond,0.0,0.07468546148699126,339.5705220212624
Simulation_000001,Diamond,0.0,0.07691487824779697,339.5705220212624
Simulation_000001,Diamond,0.0,0.07914429500860268,339.5705220212624
Simulation_000001,Diamond,0.0,0.08137371176940839,339.5705220212624
Simulation_000001,Diamond,0.0,0.0836031285302141,339.5705220212624
Simulation_000001,Diamond,0.0,0.08583254529101982,339.5705220212624
Simulation_000001,Diamond,0.0,0.08806196205182552,339.5705220212624
Simulation_000001,Diamond,0.0,0.09029137881263123,339.5705220212624
Simulation_000001,Diamond,0.0,0.09252079557343694,339.5705220212624
Simulation_000001,Diamond,0.0,0.09475021233424265,339.5705220212624
Simulation_000001,Diamond,0.0,0.09697962909504836,339.5705220212624
Simulation_000001,Diamond,0.0,0.09920904585585406,339.5705220212624
Simulation_000001,Diamond,0.0,0.10143846261665977,339.5705220212624
Simulation_000001,Diamond,0.0,0.10366787937746548,339.5705220212624
Simulation_000001,Diamond,0.0,0.10589729613827119,339.5705220212624
Simulation_000001,Diamond,0.0,0.1081267128990769,339.5705220212624
Simulation_000001,Diamond,0.0,0.11035612965988262,339.5705220212624
Simulation_000001,Diamond,0.0,0.11258554642068833,339.5705220212624
Simulation_000001,Diamond,0.0,0.11481496318149403,339.5705220212624
Simulation_000001,Diamond,0.0,0.11704437994229974,339.5705220212624
Simulation_000001,Diamond,0.0,0.11927379670310545,339.5705220212624
Simulation_000001,Diamond,0.0,0.12150321346391116,339.5705220212624
Simulation_000001,Diamond,0.0,0.12373263022471687,339.5705220212624
Simulation_000001,Diamond,0.0,0.12596204698552257,339.5705220212624
Simulation_000001,Diamond,0.0,0.1281914637463283,339.5705220212624
Simulation_000001,Diamond,0.0,0.13042088050713402,339.5705220212624
Simulation_000001,Diamond,0.0,0.13265029726793973,339.5705220212624
Simulation_000001,Diamond,0.0,0.13487971402874543,339.5705220212624
Simulation_000001,Diamond,0.0,0.13710913078955114,339.5705220212624
Simulation_000001,Diamond,0.0,0.13933854755035685,339.5705220212624
Simulation_000001,Diamond,0.0,0.14156796431116256,339.5705220212624
Simulation_000001,Diamond,0.0,0.14379738107196827,339.5705220212624
Simulation_000001,Diamond,0.0,0.14602679783277397,339.5705220212624
Simulation_000001,Diamond,0.0,0.14825621459357968,339.5705220212624
Simulation_000001,Diamond,0.0,0.1504856313543854,339.5705220212624
Simulation_000001,Diamond,0.0,0.1527150481151911,339.5705220212624
Simulation_000001,Diamond,0.0,0.1549444648759968,339.5705220212624
Simulation_000001,Diamond,0.0,0.15717388163680251,339.5705220212624
Simulation_000001,Diamond,0.0,0.15940329839760822,339.5705220212624
