x_m,y_m,time_s,temperature_K
0.0,0.0,0.0,301.3475893998171
0.1111111111111111,0.0,0.0,303.6181819920126
0.2222222222222222,0.0,0.0,307.5890956057212
0.3333333333333333,0.0,0.0,312.43530480442325
0.4444444444444444,0.0,0.0,315.9180417789711
0.5555555555555556,0.0,0.0,315.9180417789711
0.6666666666666666,0.0,0.0,312.43530480442325
0.7777777777777777,0.0,0.0,307.5890956057212
0.8888888888888888,0.0,0.0,303.6181819920126
1.0,0.0,0.0,301.3475893998171
0.0,0.1111111111111111,0.0,303.6181819920126
0.1111111111111111,0.1111111111111111,0.0,309.71456211298545
0.2222222222222222,0.1111111111111111,0.0,320.37618362092263
0.3333333333333333,0.1111111111111111,0.0,333.3879117145462
0.4444444444444444,0.1111111111111111,0.0,342.7388135589327
0.5555555555555556,0.1111111111111111,0.0,342.7388135589327
0.6666666666666666,0.1111111111111111,0.0,333.3879117145462
0.7777777777777777,0.1111111111111111,0.0,320.37618362092263
0.8888888888888888,0.1111111111111111,0.0,309.71456211298545
1.0,0.1111111111111111,0.0,303.6181819920126
0.0,0.2222222222222222,0.0,307.5890956057212
0.1111111111111111,0.2222222222222222,0.0,320.37618362092263
0.2222222222222222,0.2222222222222222,0.0,342.7388135589327
0.3333333333333333,0.2222222222222222,0.0,370.030765350233
0.4444444444444444,0.2222222222222222,0.0,389.6441756909579
0.5555555555555556,0.2222222222222222,0.0,389.6441756909579
0.6666666666666666,0.2222222222222222,0.0,370.0307653502331
0.7777777777777777,0.2222222222222222,0.0,342.7388135589327
0.8888888888888888,0.2222222222222222,0.0,320.37618362092263
1.0,0.2222222222222222,0.0,307.5890956057212
0.0,0.3333333333333333,0.0,312.43530480442325
0.1111111111111111,0.3333333333333333,0.0,333.3879117145462
0.2222222222222222,0.3333333333333333,0.0,370.030765350233
0.3333333333333333,0.3333333333333333,0.0,414.75068414748654
0.4444444444444444,0.3333333333333333,0.0,446.88873438594624
0.5555555555555556,0.3333333333333333,0.0,446.88873438594624
0.6666666666666666,0.3333333333333333,0.0,414.75068414748654
0.7777777777777777,0.3333333333333333,0.0,370.0307653502331
0.8888888888888888,0.3333333333333333,0.0,333.38791171454625
1.0,0.3333333333333333,0.0,312.43530480442325
0.0,0.4444444444444444,0.0,315.9180417789711
0.1111111111111111,0.4444444444444444,0.0,342.7388135589327
0.2222222222222222,0.4444444444444444,0.0,389.6441756909579
0.3333333333333333,0.4444444444444444,0.0,446.88873438594624
0.4444444444444444,0.4444444444444444,0.0,488.0276396589803
0.5555555555555556,0.4444444444444444,0.0,488.0276396589803
0.6666666666666666,0.4444444444444444,0.0,446.88873438594624
0.7777777777777777,0.4444444444444444,0.0,389.64417569095804
0.8888888888888888,0.4444444444444444,0.0,342.7388135589327
1.0,0.4444444444444444,0.0,315.9180417789711
0.0,0.5555555555555556,0.0,315.9180417789711
0.1111111111111111,0.5555555555555556,0.0,342.7388135589327
0.2222222222222222,0.5555555555555556,0.0,389.6441756909579
0.3333333333333333,0.5555555555555556,0.0,446.88873438594624
0.4444444444444444,0.5555555555555556,0.0,488.0276396589803
0.5555555555555556,0.5555555555555556,0.0,488.0276396589803
0.6666666666666666,0.5555555555555556,0.0,446.88873438594624
0.7777777777777777,0.5555555555555556,0.0,389.64417569095804
0.8888888888888888,0.5555555555555556,0.0,342.7388135589327
1.0,0.5555555555555556,0.0,315.9180417789711
0.0,0.6666666666666666,0.0,312.43530480442325
0.1111111111111111,0.6666666666666666,0.0,333.3879117145462
0.2222222222222222,0.6666666666666666,0.0,370.0307653502331
0.3333333333333333,0.6666666666666666,0.0,414.75068414748654
0.4444444444444444,0.6666666666666666,0.0,446.88873438594624
0.5555555555555556,0.6666666666666666,0.0,446.88873438594624
0.6666666666666666,0.6666666666666666,0.0,414.7506841474866
0.7777777777777777,0.6666666666666666,0.0,370.0307653502331
0.8888888888888888,0.6666666666666666,0.0,333.38791171454625
1.0,0.6666666666666666,0.0,312.43530480442325
0.0,0.7777777777777777,0.0,307.5890956057212
0.1111111111111111,0.7777777777777777,0.0,320.37618362092263
0.2222222222222222,0.7777777777777777,0.0,342.7388135589327
0.3333333333333333,0.7777777777777777,0.0,370.0307653502331
0.4444444444444444,0.7777777777777777,0.0,389.64417569095804
0.5555555555555556,0.7777777777777777,0.0,389.64417569095804
0.6666666666666666,0.7777777777777777,0.0,370.0307653502331
0.7777777777777777,0.7777777777777777,0.0,342.73881355893275
0.8888888888888888,0.7777777777777777,0.0,320.3761836209227
1.0,0.7777777777777777,0.0,307.5890956057212
0.0,0.8888888888888888,0.0,303.6181819920126
0.1111111111111111,0.8888888888888888,0.0,309.71456211298545
0.2222222222222222,0.8888888888888888,0.0,320.37618362092263
0.3333333333333333,0.8888888888888888,0.0,333.38791171454625
0.4444444444444444,0.8888888888888888,0.0,342.7388135589327
0.5555555555555556,0.8888888888888888,0.0,342.7388135589327
0.6666666666666666,0.8888888888888888,0.0,333.38791171454625
0.7777777777777777,0.8888888888888888,0.0,320.3761836209227
0.8888888888888888,0.8888888888888888,0.0,309.71456211298545
1.0,0.8888888888888888,0.0,303.6181819920126
0.0,1.0,0.0,301.3475893998171
0.1111111111111111,1.0,0.0,303.6181819920126
0.2222222222222222,1.0,0.0,307.5890956057212
0.3333333333333333,1.0,0.0,312.43530480442325
0.4444444444444444,1.0,0.0,315.9180417789711
0.5555555555555556,1.0,0.0,315.9180417789711
0.6666666666666666,1.0,0.0,312.43530480442325
0.7777777777777777,1.0,0.0,307.5890956057212
0.8888888888888888,1.0,0.0,303.6181819920126
1.0,1.0,0.0,301.3475893998171
0.0,0.0,11.11111111111111,400.0
0.1111111111111111,0.0,11.11111111111111,400.0
0.2222222222222222,0.0,11.11111111111111,400.0
0.3333333333333333,0.0,11.11111111111111,400.0
0.4444444444444444,0.0,11.11111111111111,400.0
0.5555555555555556,0.0,11.11111111111111,400.0
0.6666666666666666,0.0,11.11111111111111,400.0
0.7777777777777777,0.0,11.11111111111111,400.0
0.8888888888888888,0.0,11.11111111111111,400.0
1.0,0.0,11.11111111111111,300.0
0.0,0.1111111111111111,11.11111111111111,400.0
0.1111111111111111,0.1111111111111111,11.11111111111111,310.48384848395784
0.2222222222222222,0.1111111111111111,11.11111111111111,321.3954595410852
0.3333333333333333,0.1111111111111111,11.11111111111111,334.39105770006176
0.4444444444444444,0.1111111111111111,11.11111111111111,343.6082868999958
0.5555555555555556,0.1111111111111111,11.11111111111111,343.6041220841816
0.6666666666666666,0.1111111111111111,11.11111111111111,334.3848891087123
0.7777777777777777,0.1111111111111111,11.11111111111111,321.39804679909423
0.8888888888888888,0.1111111111111111,11.11111111111111,310.5048219495892
1.0,0.1111111111111111,11.11111111111111,300.0
0.0,0.2222222222222222,11.11111111111111,400.0
0.1111111111111111,0.2222222222222222,11.11111111111111,321.3792560657613
0.2222222222222222,0.2222222222222222,11.11111111111111,343.58389446327044
0.3333333333333333,0.2222222222222222,11.11111111111111,370.02988063934424
0.4444444444444444,0.2222222222222222,11.11111111111111,388.77661872925563
0.5555555555555556,0.2222222222222222,11.11111111111111,388.75596895548824
0.6666666666666666,0.2222222222222222,11.11111111111111,369.9882138973836
0.7777777777777777,0.2222222222222222,11.11111111111111,343.5580688279486
0.8888888888888888,0.2222222222222222,11.11111111111111,321.3961346186457
1.0,0.2222222222222222,11.11111111111111,300.0
0.0,0.3333333333333333,11.11111111111111,400.0
0.1111111111111111,0.3333333333333333,11.11111111111111,334.3701413588203
0.2222222222222222,0.3333333333333333,11.11111111111111,370.03356264512786
0.3333333333333333,0.3333333333333333,11.11111111111111,412.5206550481914
0.4444444444444444,0.3333333333333333,11.11111111111111,442.63156260695587
0.5555555555555556,0.3333333333333333,11.11111111111111,442.5855448881587
0.6666666666666666,0.3333333333333333,11.11111111111111,412.42265784359535
0.7777777777777777,0.3333333333333333,11.11111111111111,369.9580621014065
0.8888888888888888,0.3333333333333333,11.11111111111111,334.3673302058108
1.0,0.3333333333333333,11.11111111111111,300.0
0.0,0.4444444444444444,11.11111111111111,400.0
0.1111111111111111,0.4444444444444444,11.11111111111111,343.58916467807404
0.2222222222222222,0.4444444444444444,11.11111111111111,388.79788565209236
0.3333333333333333,0.4444444444444444,11.11111111111111,442.6640709376733
0.4444444444444444,0.4444444444444444,11.11111111111111,480.83528456547833
0.5555555555555556,0.4444444444444444,11.11111111111111,480.7690607533172
0.6666666666666666,0.4444444444444444,11.11111111111111,442.5207582468938
0.7777777777777777,0.4444444444444444,11.11111111111111,388.6812577274859
0.8888888888888888,0.4444444444444444,11.11111111111111,343.56715299904715
1.0,0.4444444444444444,11.11111111111111,300.0
0.0,0.5555555555555556,11.11111111111111,400.0
0.1111111111111111,0.5555555555555556,11.11111111111111,343.58916467807404
0.2222222222222222,0.5555555555555556,11.11111111111111,388.7978856520923
0.3333333333333333,0.5555555555555556,11.11111111111111,442.6640709376733
0.4444444444444444,0.5555555555555556,11.11111111111111,480.8352845654783
0.5555555555555556,0.5555555555555556,11.11111111111111,480.7690607533171
0.6666666666666666,0.5555555555555556,11.11111111111111,442.5207582468939
0.7777777777777777,0.5555555555555556,11.11111111111111,388.6812577274859
0.8888888888888888,0.5555555555555556,11.11111111111111,343.5671529990471
1.0,0.5555555555555556,11.11111111111111,300.0
0.0,0.6666666666666666,11.11111111111111,400.0
0.1111111111111111,0.6666666666666666,11.11111111111111,334.3701413588203
0.2222222222222222,0.6666666666666666,11.11111111111111,370.0335626451279
0.3333333333333333,0.6666666666666666,11.11111111111111,412.5206550481913
0.4444444444444444,0.6666666666666666,11.11111111111111,442.63156260695587
0.5555555555555556,0.6666666666666666,11.11111111111111,442.5855448881588
0.6666666666666666,0.6666666666666666,11.11111111111111,412.4226578435954
0.7777777777777777,0.6666666666666666,11.11111111111111,369.9580621014064
0.8888888888888888,0.6666666666666666,11.11111111111111,334.36733020581073
1.0,0.6666666666666666,11.11111111111111,300.0
0.0,0.7777777777777777,11.11111111111111,400.0
0.1111111111111111,0.7777777777777777,11.11111111111111,321.37925606576124
0.2222222222222222,0.7777777777777777,11.11111111111111,343.58389446327044
0.3333333333333333,0.7777777777777777,11.11111111111111,370.02988063934424
0.4444444444444444,0.7777777777777777,11.11111111111111,388.7766187292558
0.5555555555555556,0.7777777777777777,11.11111111111111,388.75596895548836
0.6666666666666666,0.7777777777777777,11.11111111111111,369.9882138973837
0.7777777777777777,0.7777777777777777,11.11111111111111,343.5580688279487
0.8888888888888888,0.7777777777777777,11.11111111111111,321.3961346186457
1.0,0.7777777777777777,11.11111111111111,300.0
0.0,0.8888888888888888,11.11111111111111,400.0
0.1111111111111111,0.8888888888888888,11.11111111111111,310.48384848395784
0.2222222222222222,0.8888888888888888,11.11111111111111,321.3954595410852
0.3333333333333333,0.8888888888888888,11.11111111111111,334.3910577000618
0.4444444444444444,0.8888888888888888,11.11111111111111,343.6082868999958
0.5555555555555556,0.8888888888888888,11.11111111111111,343.6041220841816
0.6666666666666666,0.8888888888888888,11.11111111111111,334.38488910871234
0.7777777777777777,0.8888888888888888,11.11111111111111,321.39804679909435
0.8888888888888888,0.8888888888888888,11.11111111111111,310.5048219495892
1.0,0.8888888888888888,11.11111111111111,300.0
0.0,1.0,11.11111111111111,400.0
0.1111111111111111,1.0,11.11111111111111,300.0
0.2222222222222222,1.0,11.11111111111111,300.0
0.3333333333333333,1.0,11.11111111111111,300.0
0.4444444444444444,1.0,11.11111111111111,300.0
0.5555555555555556,1.0,11.11111111111111,300.0
0.6666666666666666,1.0,11.11111111111111,300.0
0.7777777777777777,1.0,11.11111111111111,300.0
0.8888888888888888,1.0,11.11111111111111,300.0
1.0,1.0,11.11111111111111,300.0
0.0,0.0,22.22222222222222,400.0
0.1111111111111111,0.0,22.22222222222222,400.0
0.2222222222222222,0.0,22.22222222222222,400.0
0.3333333333333333,0.0,22.22222222222222,400.0
0.4444444444444444,0.0,22.22222222222222,400.0
0.5555555555555556,0.0,22.22222222222222,400.0
0.6666666666666666,0.0,22.22222222222222,400.0
0.7777777777777777,0.0,22.22222222222222,400.0
0.8888888888888888,0.0,22.22222222222222,400.0
1.0,0.0,22.22222222222222,300.0
0.0,0.1111111111111111,22.22222222222222,400.0
0.1111111111111111,0.1111111111111111,22.22222222222222,326.342558948454
0.2222222222222222,0.1111111111111111,22.22222222222222,330.48392299820955
0.3333333333333333,0.1111111111111111,22.22222222222222,342.59670112797266
0.4444444444444444,0.1111111111111111,22.22222222222222,351.3421976974332
0.5555555555555556,0.1111111111111111,22.22222222222222,351.3261103109332
0.6666666666666666,0.1111111111111111,22.22222222222222,342.54237624342403
0.7777777777777777,0.1111111111111111,22.22222222222222,330.00361282176084
0.8888888888888888,0.1111111111111111,22.22222222222222,318.6365852902589
1.0,0.1111111111111111,22.22222222222222,300.0
